timestamp,user_id,group,clicked
2025-03-26 17:00:55.660217,8e8a093b-e7ba-4312-ae45-c1e222cc4914,B,0
2025-03-26 17:00:55.767670,82bf0ddc-b038-4924-9540-86a6d4bfca6d,A,0
2025-03-26 17:00:55.872466,883295a6-b399-46fa-ae0e-118dc2b7981d,A,0
2025-03-26 17:00:55.978393,9bebd4cc-e3c6-4184-8fd7-0dee47f6fa66,B,1
2025-03-26 17:00:56.087345,7dac1bff-2c14-4f8f-80d4-a2d5990e1392,A,0
2025-03-26 17:00:56.192776,66f4ba23-a96a-451a-852a-41d5cfd2a46e,A,0
2025-03-26 17:00:56.302604,6ba0032d-11f9-45c0-b0e0-2545c47a3b54,A,1
2025-03-26 17:00:56.413350,d62ca8a8-556d-49a2-9bf5-90f62c56506f,A,0
2025-03-26 17:00:56.518864,fcd3689f-717a-4be8-8d42-959f9fe97e8a,A,0
2025-03-26 17:00:56.624519,b0fcd31f-b8d3-47ed-bd23-f0e037c3477a,B,1
2025-03-26 17:00:56.731869,2acc0f6a-e923-4b3d-80ad-3e35f883fb90,A,0
2025-03-26 17:00:56.840233,23e8b82e-f5d0-4ee4-acd1-e409279dc37d,A,1
2025-03-26 17:00:56.950652,49afcb87-9401-4756-b970-afb573b7c0b1,A,1
2025-03-26 17:00:57.059727,7f5d5641-24e7-4fef-9472-64573b227570,A,0
2025-03-26 17:00:57.165786,75b1745e-1641-47c0-8ab7-a8fe5f31fd6a,A,0
2025-03-26 17:00:57.272001,cd8f1d88-0cbf-4743-b224-15edadfcf437,A,0
2025-03-26 17:00:57.379607,0daf22ae-8173-4b41-ab9e-4fa2c3b153da,A,1
2025-03-26 17:00:57.489899,63da70f5-4ad2-4fa1-abe9-6a46c80e5ebe,B,1
2025-03-26 17:00:57.599317,ccf1609b-7e01-4ed4-bb30-d3fa9d359849,A,0
2025-03-26 17:00:57.704628,ea2ec183-4714-43fc-b92f-a0a16bf7663d,B,0
2025-03-26 17:00:57.810154,20792deb-4e24-4fc6-b1e6-9da38fb4956a,A,0
2025-03-26 17:00:57.916239,2c5dcae7-6ff6-4e8b-960f-1d7526e7611b,A,0
2025-03-26 17:00:58.023853,412ee885-2df5-4b0c-aed0-24dc7533d2fd,A,1
2025-03-26 17:00:58.132241,79e0c35c-e6d5-46ba-8a93-73b52af2679f,B,1
2025-03-26 17:00:58.243415,6d766bf0-cbdc-4f9e-b4d4-667cdb86cd03,B,1
2025-03-26 17:00:58.351998,78a0d72a-d649-48a9-aec9-b7822eb42eb0,B,1
2025-03-26 17:00:58.459445,e2642eb7-3e16-4c2e-8f8e-18b2042a71bf,B,1
2025-03-26 17:00:58.568763,bf33b85a-3fe7-4938-8bce-21a41e943a0f,B,1
2025-03-26 17:00:58.679495,8e21cb80-d3b9-4b94-b829-c87b3a43c986,B,1
2025-03-26 17:00:58.789158,bcd1a191-9e1f-43c3-aaac-9ae4425c6a3e,B,0
2025-03-26 17:00:58.897322,dc61e94d-5d17-4e40-b384-545a67d31833,A,0
2025-03-26 17:00:59.005468,7c979abf-e9b4-434d-a49c-5732df43c65b,B,0
2025-03-26 17:00:59.111859,fc8d5383-802c-4717-b6e7-a34d5b1070e5,A,0
2025-03-26 17:00:59.218209,da6bbfd8-8615-4d4d-a714-3cc85ca9a9cc,A,1
2025-03-26 17:00:59.326625,8fed7c0d-1074-4ce7-982d-9ca0bdb6b7a8,B,1
2025-03-26 17:00:59.434726,36084775-b1b1-4403-b4c7-29e4e1c8840a,B,1
2025-03-26 17:00:59.543260,f1ce0d07-fae9-4b36-b228-67e320417679,B,1
2025-03-26 17:00:59.651755,22cdf8ca-fee0-45c9-b338-5a05933dc752,A,1
2025-03-26 17:00:59.760079,f07d37df-28bf-4c9a-b69e-4686a7fc462b,A,0
2025-03-26 17:00:59.865513,b2417196-49c0-4bdc-b03c-d3457a5579d2,A,1
2025-03-26 17:00:59.972176,a7361847-10a2-43bd-9eb6-df1c836b4e15,A,0
2025-03-26 17:01:00.077183,662a8bc1-f5fc-46d0-aba1-ca9949a9e082,A,1
2025-03-26 17:01:00.184246,06ce3b3c-26fe-4ed7-a93b-eb074b73240b,B,1
2025-03-26 17:01:00.292974,1fd0a6db-a0ec-4b1b-819f-78bd20e8b56c,B,1
2025-03-26 17:01:00.399559,88379b99-c542-436e-aa2c-49a2237e11fa,A,0
2025-03-26 17:01:00.505599,4d6af87d-8115-478b-9171-a58f9632ac96,A,1
2025-03-26 17:01:00.612680,4a124772-3d67-4e23-aa9d-2c88efb14bcf,A,0
2025-03-26 17:01:00.718454,7b5acd52-a0a2-4c38-ba18-35bd44e432d0,B,1
2025-03-26 17:01:00.828501,6646d547-a6b8-4077-b3f0-12872958a29f,B,1
2025-03-26 17:01:00.937187,31ed9285-5888-4776-bf27-b445e052061a,B,0
2025-03-26 17:01:01.041409,2bcb664b-df43-4adc-b8d8-081ef287ec51,B,0
2025-03-26 17:01:01.148077,8b9e8bd5-753a-43b1-a380-d2a86a640b0f,B,1
2025-03-26 17:01:01.257914,e50973c4-d827-43c9-aa20-b3e7fa92e033,B,0
2025-03-26 17:01:01.364884,6e4628ed-91be-49d7-bf1d-f58ffed7220f,A,0
2025-03-26 17:01:01.469897,235ed782-0673-44ff-95df-88a24abd962b,B,1
2025-03-26 17:01:01.581181,a434e1e6-1127-4d3e-a9a4-d60c65bece16,B,0
2025-03-26 17:01:01.688840,6b11b43e-55bf-4993-836b-3949319197d2,A,0
2025-03-26 17:01:01.796624,4cec66f9-1e52-4f53-b7de-88be6187a0fd,A,1
2025-03-26 17:01:01.904960,eb2cbe38-97c4-4f70-a40b-d01329f5ea67,B,0
2025-03-26 17:01:02.009765,e6f89503-cf17-4ea2-94ac-6c5594564315,A,1
2025-03-26 17:01:02.119333,527801eb-c2c4-45e3-8682-da0b0196fd97,A,0
2025-03-26 17:01:02.226909,a29b070f-6667-4d6a-9d35-b61f1792d1f2,A,0
2025-03-26 17:01:02.334569,8d79de57-5392-4e55-9ea2-62ddb0778156,A,0
2025-03-26 17:01:02.442216,c06f068a-310d-404f-985c-479d1e368098,B,1
2025-03-26 17:01:02.552394,41f0e908-0b13-4279-acda-bfb6737de0ef,B,1
2025-03-26 17:01:02.661683,6593047b-a68d-4705-95c9-641565111e96,A,0
2025-03-26 17:01:02.767516,82eb759a-56a5-4a95-978a-83fd79c91e0c,B,1
2025-03-26 17:01:02.877948,b26305a3-399c-48ac-8850-14d072559b38,A,1
2025-03-26 17:01:02.987743,0d5d4fd2-1bef-4d65-8f7e-8e9dcf8e94c6,B,1
2025-03-26 17:01:03.099018,6394d807-1f5d-4fed-8861-2e6c928db300,A,1
2025-03-26 17:01:03.210753,ed67dc4c-bfe5-49b8-ad98-16d6f4c11cf1,B,0
2025-03-26 17:01:03.319325,d31e7433-c6fe-4626-8a2c-2841678ed9ef,A,1
2025-03-26 17:01:03.429151,0ba98653-0ce3-4cce-8f49-dbf46d0c7b38,B,1
2025-03-26 17:01:03.538827,e30406b9-451a-4921-99af-f0196ecd2108,A,0
2025-03-26 17:01:03.648922,ac49cb15-128d-4a82-9972-a6dd2c334a7b,B,0
2025-03-26 17:01:03.757667,75e0b0d3-85f0-4c54-8202-875f32448521,A,0
2025-03-26 17:01:03.866527,7299693b-bdba-4276-8864-c34203d4684d,A,0
2025-03-26 17:01:03.975473,80e69ee7-b10b-49ac-995c-34f153c677d6,A,1
2025-03-26 17:01:04.088635,b619b2b4-3b4a-4c65-86b2-b5ac17dca828,B,1
2025-03-26 17:01:04.197869,53ab7257-ad8c-442f-af6d-e03529970419,A,1
2025-03-26 17:01:04.307537,7852564b-67cd-4fb2-a0d4-9e406aa76eaf,A,1
2025-03-26 17:01:04.415082,76a7e39b-5d2d-429f-a609-62bfdab456f1,B,1
2025-03-26 17:01:04.524773,ae7f27e1-e937-448c-9ebe-115fd11a60cb,B,1
2025-03-26 17:01:04.635384,9730f0e6-c7f0-4bc5-bff6-09b703b537a7,B,0
2025-03-26 17:01:04.742610,e3f2e48d-d2cb-49ed-93fd-cacdacbfda4f,B,0
2025-03-26 17:01:04.851497,5d002137-38c4-4154-bd5e-0f5a28158fdd,B,0
2025-03-26 17:01:04.957972,676c47e7-577c-4528-a06d-8e821700bfee,A,1
2025-03-26 17:01:05.067560,d1976b1a-4261-4605-a27d-fb01f54523cd,A,0
2025-03-26 17:01:05.173429,307cf7e4-df4e-44bb-920b-152db145ac3d,B,1
2025-03-26 17:01:05.283483,19d7f1c2-2e5e-4bc3-bc0f-77c4e2547a40,B,0
2025-03-26 17:01:05.388855,d01d9801-8792-4e20-a74b-0a13cfb7c615,A,0
2025-03-26 17:01:05.495269,19d8db9c-2b56-408b-8af6-2da985630989,B,1
2025-03-26 17:01:05.603714,063795f6-a4bc-4ed9-963c-3675fdd86a0a,B,1
2025-03-26 17:01:05.713038,5ac703c1-989d-40fa-977b-00a07d1c22c0,A,0
2025-03-26 17:01:05.819363,b50f9a88-1bfb-478b-86d8-b915abd90fe3,B,0
2025-03-26 17:01:05.923981,fc4bec69-96f1-407e-a83f-2fcf4e3330c7,A,0
2025-03-26 17:01:06.029484,40f8b46b-7aa5-43fd-9f2b-2863d2dd654a,A,0
2025-03-26 17:01:06.135044,6ca63a8b-1500-453e-b60f-0a88df834d02,B,0
2025-03-26 17:01:06.240647,a7e73674-6b4a-44d1-8654-5802031dc2dc,B,1
2025-03-26 17:01:06.348420,dbb0d83c-a003-4a7a-b252-d2b0e5c7ed89,A,0
2025-03-26 17:01:06.454766,43f49bd1-fd6d-4202-bb03-edec1e0c6f68,B,1
2025-03-26 17:01:06.563494,bdedbbd8-0705-40fa-896e-a4219186a2ab,B,0
2025-03-26 17:01:06.670760,636035d9-c23c-472e-9add-1b70fd0d6b76,A,0
2025-03-26 17:01:06.776439,9a23077b-a587-4687-8e44-bc68fea56c33,A,1
2025-03-26 17:01:06.884867,4bc7b4a4-1673-474c-b882-9097f90c1b67,B,0
2025-03-26 17:01:06.991500,c9d858fc-4deb-43b9-983d-285d2942e23b,A,0
2025-03-26 17:01:07.098091,ca36b0b8-a28c-44eb-8c14-dd27444bd142,A,0
2025-03-26 17:01:07.203508,5e3b763b-b45b-4538-8c6f-d6c9f0c68359,B,1
2025-03-26 17:01:07.310741,b8a15598-7034-4573-80ed-a88247f6983d,A,1
2025-03-26 17:01:07.419501,0625708b-fb43-4889-97d5-85699df8ad87,A,0
2025-03-26 17:01:07.525683,9e370512-0e99-44b3-83c4-4df7510fd6a8,B,1
2025-03-26 17:01:07.634437,0c24cc65-f78c-4ec4-a476-53bcbdf9239b,B,1
2025-03-26 17:01:07.742695,772625f2-4e0c-4086-bb4a-28a2a7c404d8,A,0
2025-03-26 17:01:07.849900,227a2d55-0331-4a89-86d3-5062c211d438,A,0
2025-03-26 17:01:07.955506,ed3a26c2-7d9e-4e20-a1e8-47cfcb1dd22a,A,1
2025-03-26 17:01:08.064411,034309fb-0afa-421a-99e4-f8d13affe7ef,B,1
2025-03-26 17:01:08.172780,91dd0deb-67d3-46c9-b575-0d59621e55d9,A,1
2025-03-26 17:01:08.280505,37500164-086e-40a3-a751-f1de7ae87dff,A,1
2025-03-26 17:01:08.388882,931b5e01-c2e0-428a-a0f9-225b3dede7e7,A,1
2025-03-26 17:01:08.496514,122c7892-7379-4244-afc8-815d2dc5a4ba,B,1
2025-03-26 17:01:08.605588,3ffaf2e4-df68-4db4-85e9-740fcc6f10db,A,0
2025-03-26 17:01:08.712771,761ef2c7-e0b0-4de9-ba88-d45aea8bb51f,B,0
2025-03-26 17:01:08.819544,2d54a1d3-a869-4b0b-854d-f154fcfc82a3,B,1
2025-03-26 17:01:08.928969,0cd1d26e-13ed-4073-a8b4-b07f440de039,B,1
2025-03-26 17:01:09.040179,f443eba5-a334-42d7-a5fb-146ccf7f6b74,B,1
2025-03-26 17:01:09.150322,cd901bdd-eb2a-448b-8468-43383be0894c,A,0
2025-03-26 17:01:09.255336,33ac06db-7f2b-44bc-af08-a259405c32bf,A,0
2025-03-26 17:01:09.361288,b0d81519-62d8-4fd4-bf51-3284caeaf0dc,B,1
2025-03-26 17:01:09.471867,cc0906d0-e032-482b-a79a-43f099640cf3,B,0
2025-03-26 17:01:09.577225,7aec6072-f0f6-42a4-9ca4-e86958887e65,A,0
2025-03-26 17:01:09.683661,e2c8568b-bda8-40ed-89c9-72598c4c8d0d,A,1
2025-03-26 17:01:09.793516,47e15b38-bda4-4674-94f3-a34ea21edfb3,A,0
2025-03-26 17:01:09.900697,f35ee4de-a946-4712-838f-abb718b9fff8,B,1
2025-03-26 17:01:10.010911,2189ab90-4b1e-4010-a889-6474b27b944f,B,1
2025-03-26 17:01:10.120486,69a5be4e-79c3-4be8-a678-15f321affb51,A,0
2025-03-26 17:01:10.226447,2c5da5a8-51b5-4888-aa06-4bb2d0f0730f,B,1
2025-03-26 17:01:10.335276,b20ca3f8-b3a3-4d9e-bd79-ca07aedebc73,A,0
2025-03-26 17:01:10.441180,8433ea95-ba0c-4a74-9d7b-79f033aab56b,B,1
2025-03-26 17:01:10.549432,43149630-9fa6-4fcd-a71f-50ba85887987,A,0
2025-03-26 17:01:10.654370,57903cc0-99e9-4c8d-8ead-d288f6ee3d6c,A,0
2025-03-26 17:01:10.760923,8e23ef1b-c9df-476c-a4be-f6a2e7769ffb,A,0
2025-03-26 17:01:10.869355,4dedc89e-4c0b-49b9-ad4d-11efc8376af1,A,1
2025-03-26 17:01:10.980237,2553210c-1ca7-4abd-9ce8-3ee371977888,A,0
2025-03-26 17:01:11.087506,1a0199f3-e7f5-40cb-84da-2392d464a596,A,0
2025-03-26 17:01:11.194601,7fa30bda-74a3-428b-a1de-6a4f55672f96,A,1
2025-03-26 17:01:11.302115,0c347ca1-2ef1-413a-a244-e62bd8189694,B,1
2025-03-26 17:01:11.410987,b005561f-48ca-4f55-9e15-25a4a81158d4,A,1
2025-03-26 17:01:11.520807,0e5e95e6-63f8-4b50-8b70-9fc1e733d606,B,0
2025-03-26 17:01:11.626669,6b47a957-6f9c-4bc2-969c-803f72b9ce15,A,0
2025-03-26 17:01:11.732463,a52203d0-1522-4f80-8e12-51725d5af38d,B,1
2025-03-26 17:01:11.842558,1d8921c8-b0ac-4192-98e7-96d0167eea19,B,1
2025-03-26 17:01:11.952932,9fc88651-4866-4bbe-96ca-905ed5ee3498,A,0
2025-03-26 17:01:12.058261,6a85e029-4ab8-4e79-bc54-ce8fad0b97c2,A,0
2025-03-26 17:01:12.163779,0003c7de-5a71-49c8-8990-400ec6749cd7,B,1
2025-03-26 17:01:12.270856,9b13b16d-dcee-42da-8dd9-a0eb8f6d5a6e,A,0
2025-03-26 17:01:12.378311,ee442665-942e-4ce5-9635-e86d97959280,A,0
2025-03-26 17:02:50.202168,3a79f6b3-b05a-49cf-995c-65b9c3fc947c,A,0
2025-03-26 17:02:50.312473,972222e8-51dc-4d7d-a508-063adc6535ff,A,1
2025-03-26 17:02:50.423058,13687ffa-22fd-42bc-80d4-a49135fdfbb5,B,0
2025-03-26 17:02:50.532632,73dbe3f2-3cd0-470e-bf5e-7c63e3f63144,B,0
2025-03-26 17:02:50.640559,c40ca697-d153-4304-a6c9-4a241a94e90a,B,0
2025-03-26 17:02:50.744648,6a724521-5596-443f-8f78-1a8f23ac66cb,A,0
2025-03-26 17:02:50.850448,19049979-21b5-4a80-ba9a-b07a49a62ade,A,0
2025-03-26 17:02:50.960061,dd66d318-a081-45e2-969a-7d15a6a22e0c,A,0
2025-03-26 17:02:51.067643,39251414-8676-4f45-99f6-e7cc6cac029a,A,1
2025-03-26 17:02:51.175886,4e97b9c8-778c-43d0-aa45-03e2d2c1e5c3,A,0
2025-03-26 17:02:51.280513,6a51c37d-bd30-4951-8f5a-f40b4853f216,B,1
2025-03-26 17:02:51.388013,5410e671-7e21-451a-8c3c-cdcd084fff0f,B,1
2025-03-26 17:02:51.494979,2b86f7cb-8c5d-4fa3-808d-323855eafa01,B,1
2025-03-26 17:02:51.602416,0237b6cd-20fd-4988-8050-a47b290e3155,B,1
2025-03-26 17:02:51.709186,82280dba-2912-42b4-ac20-7d227efd2e89,A,0
2025-03-26 17:02:51.814838,415ae0b4-9656-4583-8386-5b874c5957a5,A,0
2025-03-26 17:02:51.919843,6f93f676-0fd3-402e-86c4-0b468a3e7895,A,1
2025-03-26 17:02:52.028092,ee6594f1-a0b6-4223-a91b-ad79199c8142,B,1
2025-03-26 17:02:52.135690,740cc86e-cf60-4678-a048-be161baa02db,A,0
2025-03-26 17:02:52.240332,37047e42-e24d-4c22-98d4-f4307a60acad,A,0
2025-03-26 17:02:52.346620,c8448eee-6b73-4937-9c6b-9df075bdb08c,B,0
2025-03-26 17:02:52.453789,03128d9e-6505-4bff-8d97-f535dc2d8521,A,0
2025-03-26 17:02:52.559972,c3ae911a-9c8d-44fe-a531-67c15715adef,A,0
2025-03-26 17:02:52.667661,f6cd1989-bb26-4be2-8c91-ccafcf602713,B,0
2025-03-26 17:02:52.775194,4186af10-9a81-4aa5-9f38-04a601d4a6c2,B,1
2025-03-26 17:02:52.892602,007a916c-5b2c-4f91-8867-f7131f10a055,A,0
2025-03-26 17:02:53.002826,d661f5d4-ca53-4b30-a292-ce78481b17bf,B,1
2025-03-26 17:02:53.121786,a21e857f-058e-4388-8281-54a7a6b1b41a,B,0
2025-03-26 17:02:53.229495,9409b2d1-d71a-4ee0-ba84-902c8ccaf915,B,1
2025-03-26 17:02:53.341716,cc6be039-abaa-49ac-bd56-f2ea7aebb4ab,B,1
2025-03-26 17:02:53.453571,c7eb565e-8ba4-4b6f-9ac1-7a62a3b33571,B,1
2025-03-26 17:02:53.564061,a2a91d8d-0677-4fc0-8c4b-31b3a2f3e186,A,0
2025-03-26 17:02:53.669868,475ec1e8-4959-40f4-b2d4-ca6424a5b90b,B,1
2025-03-26 17:02:53.779514,efa80d7f-76f7-4d2c-bad7-4cbdaa20638f,A,0
2025-03-26 17:02:53.885789,dfa6e4e5-4b5e-41e0-92c7-a875e9fabf8c,B,1
2025-03-26 17:02:53.994141,0174143e-4793-41c9-9c5c-3bc16557ce55,B,1
2025-03-26 17:02:54.104356,83ca584a-3e19-4386-8ba0-405ec286bc93,A,1
2025-03-26 17:02:54.212815,545bb091-131d-4c14-bb7b-2e207510d90c,B,0
2025-03-26 17:02:54.317867,05abf627-85e0-4bcb-bc8d-2c6a28687d66,B,0
2025-03-26 17:02:54.424252,5368c9f8-0580-45f4-bb1c-a5733209da29,A,1
2025-03-26 17:02:54.532971,0390343e-1e26-42e9-bb46-43b47a3041ef,B,1
2025-03-26 17:02:54.641630,c0f25518-02a2-4486-aee4-0a46b1bf2d07,A,0
2025-03-26 17:02:54.747518,6189c58c-4271-4c03-a234-27f9379b0379,B,1
2025-03-26 17:02:54.856786,b2d393d5-ea27-407d-bdfd-2e143f8bd3ec,A,0
2025-03-26 17:02:54.963105,b8adbddc-d938-46c6-a5bf-f3effc804ab2,A,0
2025-03-26 17:02:55.068852,353f5e22-9ae3-4925-b6f0-9ece1980f8ad,A,1
2025-03-26 17:02:55.177654,7d9c5fb3-5758-4242-9555-147e2f39fb43,A,0
2025-03-26 17:02:55.283530,c7687438-1c81-40b0-88ff-4843ca438da4,A,1
2025-03-26 17:02:55.392829,d903a155-352a-4eb2-b7d2-773b2e5e87fd,B,1
2025-03-26 17:02:55.501602,bf4e59b5-3ca2-41b6-8b91-c558dde7856c,A,1
2025-03-26 17:02:55.615267,9deddb1c-1566-4365-acef-cdf3d8a66286,B,1
2025-03-26 17:02:55.723368,99906763-ccea-42af-86e9-cc72f93d729b,B,0
2025-03-26 17:02:55.829170,f8b1f776-4e37-4675-96f1-8ba64323b05d,A,0
2025-03-26 17:02:55.934722,d85c368e-1896-4057-8efa-957e735ce3f5,B,0
2025-03-26 17:02:56.041912,e7f6bf8d-dc8b-4e0a-ad5e-7f288557d0b8,A,0
2025-03-26 17:02:56.147264,15c4d5d4-c266-482e-94b5-499faf7c649c,A,0
2025-03-26 17:02:56.253256,9b233ec6-6ed8-4091-b4a8-1ffd24e0aeea,B,1
2025-03-26 17:02:56.363778,70d58f65-ce20-4718-82ad-478c2481859a,B,0
2025-03-26 17:02:56.470240,bf80140c-fd08-4338-8545-78257c9a0129,A,1
2025-03-26 17:02:56.582708,c9fe713b-5a60-4fe6-a1cb-e8113e570d1d,B,0
2025-03-26 17:02:56.688389,e16f4ec4-ed3e-4437-b01f-d889a65bd492,B,0
2025-03-26 17:02:56.794290,6a264fa8-79d5-43ed-9885-1f7690f426e4,A,1
2025-03-26 17:02:56.902169,44b7ee0c-e01f-4afa-8dd3-8b40d3a1b98a,B,1
2025-03-26 17:02:57.011328,fbdb0fe0-6cd0-4a28-adb3-aff527bf7a8f,B,1
2025-03-26 17:02:57.121846,6a64f6d6-7563-47ef-bc67-d384ee6250bd,A,0
2025-03-26 17:02:57.228890,6cb8a5b3-95c4-4a76-bb23-e3b53eb06fcb,B,1
2025-03-26 17:02:57.338204,47f826f6-6b51-4871-9fce-a9f8f4e46719,A,1
2025-03-26 17:02:57.446654,26c879db-d65a-4808-8d5b-5d92e35be137,A,0
2025-03-26 17:02:57.552050,163305d6-c140-4826-b844-6ec5021e93eb,A,0
2025-03-26 17:02:57.658520,f32bbbc4-e3dd-4512-97e7-ab74ff8e1e20,A,1
2025-03-26 17:02:57.771437,f05e77ba-a6b1-4095-bd63-eb201ef87dab,B,0
2025-03-26 17:02:57.877771,b6aa447d-31ef-4672-8dea-549e05f8fe07,B,1
2025-03-26 17:02:57.988954,be271321-f88d-4d8f-89fd-e947ef529278,B,1
2025-03-26 17:02:58.101534,e2ef805f-1373-4121-8e2b-293997f98cec,B,1
2025-03-26 17:02:58.210583,f338492e-f784-430e-887f-d4c582f906d1,B,1
2025-03-26 17:02:58.320097,360123f7-e137-4f6a-992c-4e087c1b3089,A,1
2025-03-26 17:02:58.434562,b140bc5e-7b4b-4399-a5b0-899caeda3a3d,A,0
2025-03-26 17:02:58.540671,b15a7fba-7566-4f7d-8c15-01fce2c0371b,B,0
2025-03-26 17:02:58.646736,b0279021-0d71-4557-8272-06c3be09f1f3,B,1
2025-03-26 17:02:58.755065,363f9672-4ab6-45f8-b17d-e65cb968bdcc,B,1
2025-03-26 17:02:58.864505,7f68eb9f-ec13-4549-b539-4460ba59a557,B,1
2025-03-26 17:02:58.974572,7fb673ef-2334-4b7b-be1d-cd0b03634be7,B,1
2025-03-26 17:02:59.085122,770228bc-005e-45ba-9f6d-f2ef21b61843,B,0
2025-03-26 17:02:59.196922,b5701143-553e-4b7f-a805-14688566a054,B,1
2025-03-26 17:02:59.316073,3ef40a08-e044-448f-94d1-7b8502499a0f,A,0
2025-03-26 17:02:59.423902,9e622098-bbe6-4eda-a005-e3a49c551ac1,B,1
2025-03-26 17:02:59.535000,c64f6c95-ff0c-4fda-b0a1-92cf6283e8ce,B,1
2025-03-26 17:02:59.648894,39c64686-5e4d-49fd-b6d3-5efbeb488616,A,0
2025-03-26 17:02:59.756344,9ef96c66-b2cf-4d44-a766-c41f6966fe0d,B,0
2025-03-26 17:02:59.864612,e5e723fa-e492-47c1-bf1e-08ac2b5c0f42,B,1
